%Temp,%Salinity,%TA,%DIC
31.9288875,35.43055333,2226.950998,1638.14767
31.74626471,35.51061875,2222.034862,1640.298038
31.71917059,35.56560625,2225.463492,1645.089132
31.78347647,35.5776875,2227.773085,1645.346429
31.79673529,35.32115294,2233.150806,1647.410574
31.8307375,35.4486375,2231.079039,1648.923633
31.70602941,35.4943875,2238.059809,1651.670844
31.8485,35.43536875,2247.408406,1659.54728
30.51688235,35.62535,2245.312307,1711.380172
30.192175,35.54022,2232.857861,1712.188881
31.33388125,35.60095333,2238.944864,1721.094254
29.99006471,35.60058667,2239.443922,1732.526849
31.34451176,35.63325625,2254.287343,1734.300355
31.54845882,35.60815,2241.975874,1744.782312
31.31145,35.6297,2252.542554,1746.542311
31.65572941,35.63336,2247.854995,1748.813261
31.7147,35.63025333,2247.598848,1754.860044
31.45952941,35.60469375,2276.5509,1760.263106
29.54788125,35.58939333,2254.6447,1768.894635
30.65214118,35.62015625,2315.15562,1769.769239
30.99693125,35.62681333,2247.112789,1775.982939
30.994175,35.64262667,2248.494811,1777.388209
29.82335882,35.61118824,2287.012748,1778.434204
30.606275,35.64172,2261.532638,1782.997329
31.57114706,35.619125,2269.78244,1783.389237
30.90292353,35.6415,2256.69491,1785.226071
30.71955625,35.64186,2257.468417,1785.966569
31.36624375,35.63538667,2259.344688,1789.355734
31.50628824,35.6214375,2264.72843,1790.069546
30.93269375,35.62969333,2264.50601,1792.073703
31.58001765,35.6299125,2294.515466,1798.555165
31.582475,35.57632,2281.017689,1799.080156
30.28803125,35.63777143,2276.330291,1799.47507
31.5911875,35.62826667,2260.50049,1799.948706
31.76263529,35.625325,2264.252348,1800.011644
29.58764118,35.50864375,2272.241441,1801.654708
30.22941765,35.58864375,2269.64353,1802.103103
29.1617,35.62002,2257.28853,1803.692322
28.73795882,35.24724375,2260.33018,1804.178728
30.5848125,35.58990714,2280.954477,1805.929133
30.9282,35.61561875,2275.657169,1809.250514
28.51633529,35.2843875,2262.969989,1810.476379
29.13771875,35.496075,2275.272719,1815.241534
30.99945882,35.619925,2279.125897,1815.726713
30.95295882,35.62624375,2276.054464,1816.039277
30.90964706,35.61595333,2276.888967,1816.330944
29.20832941,35.42405,2267.0352,1816.458015
29.61061765,35.47394375,2272.81365,1817.118495
30.91969412,35.62029375,2281.243174,1817.181613
29.2980625,35.62440667,2295.414164,1817.248025
29.5072,35.490775,2279.981071,1817.772463
29.69941765,35.5058,2276.782233,1818.054332
30.88817647,35.61833125,2286.004016,1818.669152
30.93041875,35.62047333,2286.548059,1818.997589
30.53230625,35.57590714,2282.729301,1819.372072
30.60985625,35.6355,2309.264327,1820.014843
30.94561765,35.62047333,2289.101668,1820.793724
28.64037059,35.25860625,2266.056967,1821.40519
31.40507647,35.6302375,2268.689593,1821.635398
29.729,35.45779412,2278.822075,1825.952573
29.86892353,35.51447333,2277.801435,1826.318992
30.34184706,35.45402,2292.557442,1827.142446
29.40213529,35.5105625,2287.109061,1828.936029
29.83302941,35.56650625,2307.360662,1833.246909
28.77228125,35.63462667,2263.252312,1847.359571
30.28691765,35.54436,2287.392469,1849.029133
31.54528235,35.62440625,2275.529754,1849.832592
31.15961765,35.6190625,2289.346078,1888.390007
28.189625,35.62119333,2283.857486,1905.839047
28.21506471,35.621875,2287.555582,1908.90182
30.62051176,35.61191875,2301.642852,1920.744841
28.16245294,35.62384118,2303.167599,1923.161243
28.16817647,35.609725,2306.182609,1926.024904
28.15635625,35.62534,2299.776998,1926.181714
28.3487,35.6433875,2300.734381,1929.462876
