2001,2324
1989,2367
1982,2293
-9,-9
-9,-9
-9,-9
1967,2324
1985,2303
1876,2207
2012,2289
2012,2289
1980,2247
1985,2303
2001,2324
2000,2305
1985,2303
1985,2303
1876,2207
1969,2340
2028,2377
2000,2354
1919,2217
2028,2377
2000,2400
1908,2244
1971,2378
1990,2350
